"step_n","position","position_return","omega","epsilon","phi","knowledge","decision","decision_norm","entropy","delta_t","cosine_similarity","delta_h_over_delta_d","frobenius_norm","lagrangian","classical_lagrangian","timestamp"
1166,-1.8247269917060809,0.20481369744923128,0.15,0.1,0.0,2.874211487874721,0.3997577265830261,2.826713646771972,-0.016776484968836297,0.1,-0.9999999999999845,-0.5263063432009529,0.24835719561192499,0.09753420438215812,-0.036770408826159076,"2025-07-24T10:12:53.968270Z"
1167,-1.8281740110739682,0.1899469938806951,0.15,0.1,0.0,2.8907197733950953,0.39919766160040543,2.8227533878926643,-0.016464943064278315,0.1,-0.9999999999999843,-0.5562602809056252,0.24835719561192499,0.09804836956056912,-0.03700588028999117,"2025-07-24T10:12:54.068223Z"
1168,-1.8313581080556962,0.17512608597057544,0.15,0.1,0.0,2.9068227579589028,0.39865160088404245,2.8188921541771053,-0.016144125193041956,0.1,-0.9999999999999843,-0.5875131860302154,0.24835719561192499,0.09854917742171401,-0.03722414216988758,"2025-07-24T10:12:54.168259Z"
1169,-1.8342785922354428,0.16034651103643616,0.15,0.1,0.0,2.9225176990246755,0.3981196196337506,2.815130477368343,-0.015814206377644878,0.1,-0.9999999999999845,-0.6201700063979265,0.24835719561192499,0.09903659441475628,-0.037425040589541436,"2025-07-24T10:12:54.268248Z"
1170,-1.836934812195612,0.1456038552156823,0.15,0.1,0.0,2.9378019129419113,0.3976017911841999,2.8114688760208653,-0.015475366341543702,0.1,-0.9999999999999846,-0.6543480498130075,0.24835719561192499,0.09951058839854758,-0.037608431699041385,"2025-07-24T10:12:54.368254Z"
1171,-1.8393261556460239,0.13089374806635828,0.15,0.1,0.0,2.9526727754083817,0.39709818701495686,2.807907855571594,-0.015127789402567258,0.1,-0.9999999999999841,-0.6901788352921531,0.24835719561192499,0.09997112858339546,-0.03777418177709889,"2025-07-24T10:12:54.468231Z"
1172,-1.8414520495471605,0.11621185727735048,0.15,0.1,0.0,2.967127721918629,0.3966088767605756,2.8044479084112393,-0.014771664365660814,0.1,-0.9999999999999847,-0.7278102874765416,0.24835719561192499,0.10041818547339386,-0.037922167327346684,"2025-07-24T10:12:54.568249Z"
1173,-1.8433119602274468,0.10155388347438436,0.15,0.1,0.0,2.981164248203583,0.39613392822071075,2.801089513955807,-0.014407184415022553,0.1,-0.9999999999999845,-0.7674093507940397,0.24835719561192499,0.10085173080939512,-0.03805227516864031,"2025-07-24T10:12:54.668221Z"
1174,-1.8449053934945399,0.08691555510800032,0.15,0.1,0.0,2.9947799106612014,0.3956734073702246,2.7978331387180697,-0.014034547005698674,0.1,-0.9999999999999841,-0.8091651201688408,0.24835719561192499,0.10127173751270317,-0.03816440251930005,"2025-07-24T10:12:54.768211Z"
1175,-1.8462318947406124,0.0722926234112971,0.15,0.1,0.0,3.0079723267780816,0.395227378369259,2.794679236378786,-0.013653953754705508,0.1,-0.9999999999999843,-0.8532926113979136,0.24835719561192499,0.10167817962956362,-0.0382584570752304,"2025-07-24T10:12:54.868214Z"
1176,-1.847291049041604,0.05768085741376786,0.15,0.1,0.0,3.0207391755419644,0.394795903573246,2.7916282478574845,-0.013265610331740054,0.1,-0.999999999999984,-0.9000373290721357,0.24835719561192499,0.10207103227652732,-0.03833435708186339,"2025-07-24T10:12:54.968214Z"
1177,-1.8480824812504215,0.04307603899939804,0.15,0.1,0.0,3.0330781978450485,0.3943790435428292,2.7886806013826195,-0.012869726349536861,0.1,-0.9999999999999842,-0.9496808360527329,0.24835719561192499,0.1024502715867597,-0.03839203139987034,"2025-07-24T10:12:55.068217Z"
1178,-1.8486058560840735,0.028473957996482384,0.15,0.1,0.0,3.044987196878065,0.3939768570536683,2.785836712560901,-0.012466515253923003,0.1,-0.9999999999999843,-1.002547590435199,0.24835719561192499,0.10281587465736888,-0.0384314195645937,"2025-07-24T10:12:55.168246Z"
1179,-1.8488608782047167,0.013870407287093397,0.15,0.1,0.0,3.056464038515026,0.39358940110610235,2.783096984445624,-0.012056194213620057,0.1,-0.9999999999999841,-1.059013399795866,0.24835719561192499,0.10316781949782203,-0.03845247183915319,"2025-07-24T10:12:55.268178Z"
1180,-1.8488472922946007,-7.388220760498575E-4,0.15,0.1,0.0,3.0675066516885976,0.39321673093464465,2.780461807603805,-0.01163898400983898,0.1,-0.9999999999999843,-1.119515957365617,0.24835719561192499,0.10350608497951837,-0.03845514926118442,"2025-07-24T10:12:55.368214Z"
1181,-1.8485648831248946,-0.015357945757073008,0.15,0.1,0.0,3.0781130287560106,0.39285890001728485,2.7779315601819623,-0.011215108925703822,0.1,-0.9999999999999842,-1.1845680838946264,0.24835719561192499,0.10383065078658597,-0.03843942368317205,"2025-07-24T10:12:55.468265Z"
1182,-1.8480134756183808,-0.029991191041169107,0.15,0.1,0.0,3.0882812258554715,0.3925159600845735,2.775506607970349,-0.010784796635543083,0.1,-0.9999999999999847,-1.2547745220529447,0.24835719561192499,0.10414149736796617,-0.038405277806343195,"2025-07-24T10:12:55.568213Z"
1183,-1.8471929349060008,-0.0446428017674877,0.15,0.1,0.0,3.098009363252986,0.39218796112846516,2.7731873044654898,-0.01034827809407413,0.1,-0.9999999999999842,-1.330853447365084,0.24835719561192499,0.10443860589084893,-0.0383527052080911,"2025-07-24T10:12:55.668230Z"
1184,-1.8461031663772425,-0.05931704330302487,0.15,0.1,0.0,3.107295625679553,0.3918749514108973,2.770973990930834,-0.009905787425516387,0.1,-0.9999999999999846,-1.4136643168651724,0.24835719561192499,0.10472195819551985,-0.0382817103629023,"2025-07-24T10:12:55.768254Z"
1185,-1.8447441157243558,-0.07401820756990263,0.15,0.1,0.0,3.116138262658659,0.3915769774720809,2.76886699645539,-0.009457561812644616,0.1,-0.9999999999999841,-1.504244346509789,0.24835719561192499,0.1049915367516779,-0.03819230865676532,"2025-07-24T10:12:55.868228Z"
1186,-1.843115768980386,-0.08875061813875074,0.15,0.1,0.0,3.124535588824022,0.3912940841384836,2.766866638010162,-0.009003841385807359,0.1,-0.9999999999999843,-1.6038569063034,0.24835719561192499,0.10524732461628065,-0.03808452639504196,"2025-07-24T10:12:55.968273Z"
1187,-1.8412181525510145,-0.10351863540113863,0.15,0.1,0.0,3.13248598422752,0.39102631453048003,2.7649732205022595,-0.00854486911192343,0.1,-0.9999999999999846,-1.7140566373679604,0.24835719561192499,0.10548930539297206,-0.037958400803786874,"2025-07-24T10:12:56.068153Z"
1188,-1.8390513332401983,-0.11832666183423653,0.15,0.1,0.0,3.1399878946372586,0.39077371006965395,2.7631870368265226,-0.008080890683463902,0.1,-0.9999999999999845,-1.8367784438255204,0.24835719561192499,0.1057174631931459,-0.037813980024504895,"2025-07-24T10:12:56.168254Z"
1189,-1.8366154182696008,-0.13317914737156153,0.15,0.1,0.0,3.147039831825721,0.39053631048572723,2.7615083679145194,-0.007612154407430425,0.1,-0.9999999999999845,-1.9744612365377272,0.24835719561192499,0.10593178259869576,-0.037651323102339186,"2025-07-24T10:12:56.268250Z"
1190,-1.8339105552918067,-0.1480805948937264,0.15,0.1,0.0,3.1536403738479417,0.390314153823101,2.759937482780799,-0.007138911094323679,0.1,-0.9999999999999845,-2.130223363603975,0.24835719561192499,0.10613224862650031,-0.03747049996768834,"2025-07-24T10:12:56.368219Z"
1191,-1.8309369323973121,-0.16303556585420356,0.15,0.1,0.0,3.159788165309667,0.3901072764469873,2.7584746385662515,-0.006661413947113497,0.1,-0.9999999999999845,-2.3081167993341727,0.24835719561192499,0.10631884669469104,-0.03727159141125229,"2025-07-24T10:12:56.468204Z"
1192,-1.8276947781152921,-0.17804868605480106,0.15,0.1,0.0,3.165481917625442,0.3899157130491164,2.7571200805784613,-0.0061799184501939875,0.1,-0.9999999999999846,-2.5135046792393037,0.24835719561192499,0.10649156259074723,-0.03705468905251542,"2025-07-24T10:12:56.568214Z"
1193,-1.8241843614081321,-0.1931246515875371,0.15,0.1,0.0,3.170720409266583,0.3897394966530017,2.7558740423289367,-0.00569468225832029,0.1,-0.9999999999999843,-2.753638154976218,0.24835719561192499,0.10665038244146054,-0.036819895301672026,"2025-07-24T10:12:56.668211Z"
1194,-1.820405991659728,-0.2082682349588486,0.15,0.1,0.0,3.175502485998988,0.3895786586187464,2.754736745567099,-0.0052059650855168504,0.1,-0.9999999999999846,-3.038567183851805,0.24835719561192499,0.10679529268481013,-0.036567323315011876,"2025-07-24T10:12:56.768219Z"
1195,-1.8163600186575481,-0.22348429141413528,0.15,0.1,0.0,3.179827061110739,0.38943322864737756,2.753708400310929,-0.00471402859394375,0.1,-0.9999999999999843,-3.3826348650335545,0.24835719561192499,0.10692628004378697,-0.03629709694378015,"2025-07-24T10:12:56.868245Z"
1196,-1.812046832568459,-0.23877776548079907,0.15,0.1,0.0,3.1836931156294614,0.3893032347846928,2.7527892048741687,-0.0042191362826943385,0.1,-0.9999999999999846,-3.807043663665686,0.24835719561192499,0.1070433315022033,-0.03600935067653502,"2025-07-24T10:12:56.968214Z"
1197,-1.8074668639083118,-0.2541536977493244,0.15,0.1,0.0,3.1870996985293893,0.3891887034246073,2.7519793458899833,-0.0037215533765200667,0.1,-0.9999999999999846,-4.344512330970821,0.24835719561192499,0.10714643428252174,-0.03570422957502708,"2025-07-24T10:12:57.068248Z"
1198,-1.8026205835052918,-0.26961723191283543,0.15,0.1,0.0,3.190045926928105,0.38908965931198713,2.751278998331002,-0.003221546714443215,0.1,-0.9999999999999845,-5.048322902283831,0.24835719561192499,0.10723557582573655,-0.03538188920363098,"2025-07-24T10:12:57.168221Z"
1199,-1.7975085024570356,-0.2851736220868302,0.15,0.1,0.0,3.192530986272911,0.38900612554495884,2.750688325525645,-0.0027193846382470243,0.1,-0.9999999999999847,-6.011486061990637,0.24835719561192499,0.10731074377333602,-0.03504249555236305,"2025-07-24T10:12:57.268251Z"
1200,-1.7921311720815116,-0.3008282404325662,0.15,0.1,0.0,3.1945541305168037,0.3889381235766838,2.7502074791706725,-0.0022153368808023903,0.1,-0.9999999999999847,-7.412252471955718,0.24835719561192499,0.10737192595137493,-0.03468622495351868,"2025-07-24T10:12:57.368249Z"
1201,-1.7864891838616752,-0.3165865851079091,0.15,0.1,0.0,3.196114682284007,0.38888567321658835,2.749836599339882,-0.0017096744542140993,0.1,-0.9999999999999845,-9.640780838648615,0.24835719561192499,0.10741911035668207,-0.034313263991977344,"2025-07-24T10:12:57.468217Z"
1202,-1.7805831693838994,-0.3324542885725614,0.15,0.1,0.0,3.1972120330250395,0.3888487926310398,2.7495758144888884,-0.0012026695377463734,0.1,-0.9999999999999845,-13.747203546972175,0.24835719561192499,0.10745228514522619,-0.03392380940921375,"2025-07-24T10:12:57.568207Z"
1203,-1.774413800270187,-0.3484371262751287,0.15,0.1,0.0,3.1978456431612776,0.38882749834346164,2.7494252414559384,-6.945953655022938E-4,0.1,-0.9999999999999847,-23.859646413614623,0.24835719561192499,0.10747143862266206,-0.03351806800106808,"2025-07-24T10:12:57.668204Z"
1204,-1.7679817881041715,-0.3645410257520418,0.15,0.1,0.0,3.198015042218998,0.38882180523388016,2.749384985458707,-1.8572611381204878E-4,0.1,-0.9999999999999847,-89.38335797106068,0.24835719561192499,0.1074765592370754,-0.03309625650932668,"2025-07-24T10:12:57.768264Z"
1205,-1.7612878843509152,-0.38077207617008807,0.15,0.1,0.0,3.1977198289528515,0.38883172653789705,2.749455140087029,3.2366321168940886E-4,0.1,-0.9999999999999847,51.34298118818052,0.24835719561192499,0.10746763557394329,-0.03265860150717195,"2025-07-24T10:12:57.868217Z"
1206,-1.754332880270512,-0.39713653834708756,0.15,0.1,0.0,3.1969596714587625,0.38885727384508234,2.749635787291538,8.332968893473668E-4,0.1,-0.9999999999999848,19.94862605133449,0.24835719561192499,0.10744465635332542,-0.032205339278558856,"2025-07-24T10:12:57.968248Z"
1207,-1.7471176068255054,-0.41364085528718925,0.15,0.1,0.0,3.1957343072762128,0.3888984570967844,2.749926997368179,0.001342898595164032,0.1,-0.9999999999999848,12.37400362418006,0.24835719561192499,0.10740761042929739,-0.03173671569158554,"2025-07-24T10:12:58.068255Z"
1208,-1.739642934582131,-0.43029166327051904,0.15,0.1,0.0,3.1940435434799035,0.38895528458335293,2.7503288289385757,0.0018521915169041813,0.1,-0.9999999999999848,8.962087758814484,0.24835719561192499,0.10735648679163702,-0.031252986065923534,"2025-07-24T10:12:58.168248Z"
1209,-1.7319097736053979,-0.4470958035394351,0.15,0.1,0.0,3.1918872567607544,0.3890277629407742,2.7508413289262315,0.0023608984686747953,0.1,-0.9999999999999847,7.01874283400209,0.24835719561192499,0.1072912745697712,-0.030754415034383042,"2025-07-24T10:12:58.268214Z"
1210,-1.7239190733480183,-0.4640603346276593,0.15,0.1,0.0,3.1892653934962394,0.38911589714671524,2.751464532528563,0.0028687420060075873,0.1,-0.999999999999985,5.7621616024136735,0.24835719561192499,0.10721196303898861,-0.03024127639868296,"2025-07-24T10:12:58.368250Z"
1211,-1.7156718225332022,-0.481192545381138,0.15,0.1,0.0,3.1861779698100308,0.3892196905159792,2.7521984631847647,0.0033754445414899167,0.1,-0.999999999999985,4.8818391682966125,0.24835719561192499,0.10711854162892172,-0.029713852979512716,"2025-07-24T10:12:58.468251Z"
1212,-1.7071690490313274,-0.498499968724744,0.15,0.1,0.0,3.182625071620933,0.3893391446953716,2.753043132539503,0.0038807284609830173,0.1,-0.9999999999999846,4.229939229110066,0.24835719561192499,0.10701099993429876,-0.02917243646095923,"2025-07-24T10:12:58.568213Z"
1213,-1.6984118197305063,-0.5159903962318534,0.15,0.1,0.0,3.1786068546811017,0.3894742596579782,2.753998540402459,0.004384316240455685,0.1,-0.999999999999985,3.727105938214417,0.24835719561192499,0.10688932772796438,-0.028617327229395254,"2025-07-24T10:12:58.668252Z"
1214,-1.6894012404010605,-0.5336718935599447,0.15,0.1,0.0,3.17412354460353,0.3896250336968597,2.755064674703743,0.004885930563481313,0.1,-0.999999999999985,3.326927677648512,0.24835719561192499,0.1067535149761651,-0.028048834206910504,"2025-07-24T10:12:58.768257Z"
1215,-1.6801384555539247,-0.5515528168196284,0.15,0.1,0.0,3.1691754368787852,0.38979146341816523,2.7562415114451966,0.005385294439427451,0.1,-0.9999999999999848,3.0004489103805216,0.24835719561192499,0.10660355185609335,-0.027467274679383726,"2025-07-24T10:12:58.868250Z"
1216,-1.6706246482929932,-0.5696418299509277,0.15,0.1,0.0,3.1637628968809923,0.3899735437336699,2.757529014647627,0.005882131322376218,0.1,-0.9999999999999851,2.7286688380989523,0.24835719561192499,0.10643942877568137,-0.026872974119288295,"2025-07-24T10:12:58.968252Z"
1217,-1.6608610401614365,-0.5879479231861905,0.15,0.1,0.0,3.157886359863065,0.39017126785274275,2.7589271362940124,0.006376165230802401,0.1,-0.9999999999999851,2.4986021469849233,0.24835719561192499,0.10626113639563439,-0.026266266003339006,"2025-07-24T10:12:59.068219Z"
1218,-1.6508488909820005,-0.6064804326872337,0.15,0.1,0.0,3.1515463309411555,0.39038462727375123,2.7604358162687213,0.006867120868050856,0.1,-0.9999999999999851,2.3010731606220225,0.24835719561192499,0.10606866565368897,-0.025647491625071538,"2025-07-24T10:12:59.168212Z"
1219,-1.6405894986913134,-0.6252490614505711,0.15,0.1,0.0,3.1447433850683435,0.3906136117749107,2.762054982292808,0.00735472374363228,0.1,-0.9999999999999852,2.129414318927215,0.24835719561192499,0.10586200779108161,-0.025016999902471963,"2025-07-24T10:12:59.268203Z"
1220,-1.630084199168222,-0.6442639015842322,0.15,0.1,0.0,3.1374781669975436,0.3908582094045872,2.7637845498554445,0.007838700295375511,0.1,-0.9999999999999855,1.9786641120903212,0.24835719561192499,0.1056411543812082,-0.024375147180758165,"2025-07-24T10:12:59.368205Z"
1221,-1.6193343660561816,-0.6635354580681365,0.15,0.1,0.0,3.1297513912336408,0.3911184064710637,2.7656244221415567,0.008318778012448753,0.1,-0.9999999999999852,1.8450543027800996,0.24835719561192499,0.10540609736045434,-0.023722297030433007,"2025-07-24T10:12:59.468208Z"
1222,-1.608341410579722,-0.6830746741212546,0.15,0.1,0.0,3.121563841974848,0.39139418753178074,2.7675744899557406,0.00879468555928641,0.1,-0.9999999999999855,1.7256716092117463,0.24835719561192499,0.10515682906117271,-0.023058820040716486,"2025-07-24T10:12:59.568212Z"
1223,-1.5971067813550142,-0.7028929583093911,0.15,0.1,0.0,3.1129163730432947,0.39168553538206297,2.769634631642553,0.009266152900430875,0.1,-0.9999999999999853,1.6182283160412916,0.24835719561192499,0.10489334224678196,-0.022385093608481448,"2025-07-24T10:12:59.668216Z"
1224,-1.5856319641945686,-0.7230022135403349,0.15,0.1,0.0,3.103809907804841,0.39199243104334497,2.771804713003248,0.0097329114263123,0.1,-0.9999999999999856,1.5209029802885536,0.24835719561192499,0.10461563014895853,-0.021701501722816922,"2025-07-24T10:12:59.768221Z"
1225,-1.5739184819060843,-0.7434148681079875,0.15,0.1,0.0,3.0942454390781373,0.3923148537509092,2.774084587209079,0.010194694079974772,0.1,-0.9999999999999856,1.4322274542977003,0.24835719561192499,0.10432368650689043,-0.021008434745330647,"2025-07-24T10:12:59.868256Z"
1226,-1.5619678940854842,-0.7641439089609627,0.15,0.1,0.0,3.084224029032921,0.3926527809411527,2.7764740947112534,0.010651235484767978,0.1,-0.9999999999999852,1.3510052401058088,0.24835719561192499,0.10401750560855968,-0.02030628918633695,"2025-07-24T10:12:59.968218Z"
1227,-1.5497817969041603,-0.7852029173905503,0.15,0.1,0.0,3.073746809077569,0.39300618823839606,2.778973063147662,0.011102272073000777,0.1,-0.9999999999999855,1.2762514858944738,0.24835719561192499,0.1036970823340171,-0.01959546747704071,"2025-07-24T10:13:00.068229Z"
1228,-1.537361822890462,-0.806606107350376,0.15,0.1,0.0,3.062814979735922,0.39337504944125334,2.7815813072464977,0.011547542215565578,0.1,-0.9999999999999855,1.207148214872248,0.24835719561192499,0.1033624122006108,-0.018876377737865116,"2025-07-24T10:13:00.168210Z"
1229,-1.524709640705456,-0.8283683666429743,0.15,0.1,0.0,3.0514298105133735,0.3937593365085797,2.784298628726891,0.011986786352536201,0.1,-0.9999999999999856,1.143010458370698,0.24835719561192499,0.10301349141012708,-0.018149433543047544,"2025-07-24T10:13:00.268251Z"
1230,-1.5118269549129901,-0.850505301231583,0.15,0.1,0.0,3.03959263975226,0.3941590195450158,2.7871248161966946,0.012419747124723235,0.1,-0.9999999999999858,1.0832603155931975,0.24835719561192499,0.10265031689779958,-0.01741505368164674,"2025-07-24T10:13:00.368219Z"
1231,-1.498715505744095,-0.8730332829626625,0.15,0.1,0.0,3.02730487447656,0.39457406678614865,2.7900596450475508,0.012846169506186646,0.1,-0.9999999999999857,1.0274068568665227,0.24835719561192499,0.10227288638314047,-0.01667366191509906,"2025-07-24T10:13:00.468261Z"
1232,-1.4853770688557548,-0.8959695010144587,0.15,0.1,0.0,3.0145679902259084,0.395004444583309,2.7931028773473967,0.013265800937694281,0.1,-0.9999999999999859,0.9750303902207688,0.24835719561192499,0.10188119842254398,-0.01592568673146649,"2025-07-24T10:13:00.568212Z"
1233,-1.4718134550840816,-0.9193320174206494,0.15,0.1,0.0,3.001383530878966,0.395450117388028,2.7962542617305517,0.013678391461091321,0.1,-0.9999999999999858,0.9257700246197719,0.24835719561192499,0.10147525246361061,-0.015171561096517376,"2025-07-24T10:13:00.668216Z"
1234,-1.4580265101919316,-0.9431398270552193,0.15,0.1,0.0,2.9877531084661477,0.39591104773617375,2.799513533285551,0.014083693854578588,0.1,-0.9999999999999856,0.8793137512375245,0.24835719561192499,0.10105504890113738,-0.014411722201793754,"2025-07-24T10:13:00.768305Z"
1235,-1.4440181146109967,-0.9674129225077618,0.15,0.1,0.0,2.973678402971744,0.39638719623179264,2.802880413440883,0.014481463768855755,0.1,-0.9999999999999857,0.8353904673376176,0.24835719561192499,0.10062058913471678,-0.013646611209805,"2025-07-24T10:13:00.868218Z"
1236,-1.4297901831784063,-0.992172364325395,0.15,0.1,0.0,2.959161162125454,0.3968785215306795,2.8063546098488112,0.014871459864101471,0.1,-0.9999999999999859,0.7937635129501706,0.24835719561192499,0.10017187562788474,-0.012876672996500416,"2025-07-24T10:13:00.968214Z"
1237,-1.415344664867885,-1.0174403571507336,0.15,0.1,0.0,2.9442032011833534,0.39738498032370045,2.809935816267453,0.015253443947753104,0.1,-0.999999999999986,0.7542253958572633,0.24835719561192499,0.09970891196875482,-0.012102355891181837,"2025-07-24T10:13:01.068254Z"
1238,-1.4006835425154947,-1.0432403323471209,0.15,0.1,0.0,2.9288064026983363,0.397906527319896,2.813623712441298,0.01562718111303908,0.1,-0.999999999999986,0.7165934575641615,0.24835719561192499,0.09923170293207337,-0.01132411141399189,"2025-07-24T10:13:01.168219Z"
1239,-1.3858088325400104,-1.069597037768821,0.15,0.1,0.0,2.912972716280048,0.3984431152293898,2.817417963980353,0.015992439878213253,0.1,-0.9999999999999859,0.6807062900816271,0.24835719561192499,0.09874025454262816,-0.010542394011152936,"2025-07-24T10:13:01.268255Z"
1240,-1.3707225846579627,-1.0965366354128985,0.15,0.1,0.0,2.8967041583443454,0.39899469474613164,2.821318222238119,0.016348992326441193,0.1,-0.9999999999999861,0.6464207560390975,0.24835719561192499,0.09823457413993937,-0.009757660788098865,"2025-07-24T10:13:01.368245Z"
1241,-1.3554268815933939,-1.1240868077760053,0.15,0.1,0.0,2.8800028118523224,0.39956121453050253,2.825324124188587,0.016696614246271228,0.1,-0.9999999999999862,0.6136094968264221,0.24835719561192499,0.09771467044416025,-0.008970371240669375,"2025-07-24T10:13:01.468251Z"
1242,-1.3399238387823662,-1.1522768738400222,0.15,0.1,0.0,2.862870826038922,0.4001426211918109,2.8294352923024735,0.017035085272628397,0.1,-0.9999999999999865,0.5821588380076408,0.24835719561192499,0.09718055362311186,-0.008180986984516499,"2025-07-24T10:13:01.568205Z"
1243,-1.3242156040722675,-1.1811379157231048,0.15,0.1,0.0,2.845310416131188,0.4007388592707103,2.8336513344228855,0.017364189028254658,0.1,-0.9999999999999866,0.5519670200094358,0.24835719561192499,0.09663223536037306,-0.007389971482892851,"2025-07-24T10:13:01.668250Z"
1244,-1.308304357415957,-1.2107029171627117,0.15,0.1,0.0,2.8273238630561774,0.4013498712215688,2.837971843640662,0.01768371326552011,0.1,-0.9999999999999865,0.5229426966469426,0.24835719561192499,0.09606972892434525,-0.006597789772980178,"2025-07-24T10:13:01.768289Z"
1245,-1.2921923105607973,-1.2410069151449055,0.15,0.1,0.0,2.808913513138584,0.40197559739482147,2.8423963981695812,0.01799345000852115,0.1,-0.9999999999999866,0.4950036553384855,0.24835719561192499,0.09549304923820875,-0.005804908190922076,"2025-07-24T10:13:01.868204Z"
1246,-1.2758817067326165,-1.2720871661636315,0.15,0.1,0.0,2.790081777788113,0.402615976019338,2.8469245612216825,0.01829319569537069,0.1,-0.9999999999999867,0.4680757217276458,0.24835719561192499,0.09490221295068466,-0.0050117940957246435,"2025-07-24T10:13:01.968204Z"
1247,-1.259374820314648,-1.3039833287878555,0.15,0.1,0.0,2.770831133176644,0.40327094318483775,2.8515558808829216,0.01858275132058918,0.1,-0.9999999999999868,0.44209181844644807,0.24835719561192499,0.09429723850751386,-0.004218915592193078,"2025-07-24T10:13:02.068240Z"
1248,-1.2426739565214944,-1.33673766443825,0.15,0.1,0.0,2.7511641199052295,0.4039404328243859,2.8562898899894003,0.018861922577494437,0.1,-0.9999999999999868,0.4169911532815789,0.24835719561192499,0.09367814622356346,-0.0034267412530653713,"2025-07-24T10:13:02.168230Z"
1249,-1.2257814510681668,-1.3703952585318524,0.15,0.1,0.0,2.731083342660978,0.4046243766970042,2.8611261060044035,0.019130520000475753,0.1,-0.999999999999987,0.39271851643771616,0.24835719561192499,0.09304495835546636,-0.002635739840521239,"2025-07-24T10:13:02.268227Z"
1250,-1.2086996698342407,-1.405004264452162,0.15,0.1,0.0,2.7105914698638665,0.40532270437043016,2.866064030896491,0.01938835910704683,0.1,-0.9999999999999871,0.36922367018068275,0.24835719561192499,0.0923976991747003,-0.001846380027210253,"2025-07-24T10:13:02.368206Z"
1251,-1.1914310085231885,-1.4406161731437,0.15,0.1,0.0,2.689691233303527,0.40603534320406054,2.871103151018887,0.019635260539550975,0.1,-0.9999999999999867,0.3464608169700237,0.24835719561192499,0.09173639504100782,-0.0010591301170024894,"2025-07-24T10:13:02.468252Z"
1252,-1.1739778923169295,-1.4772861115331426,0.15,0.1,0.0,2.6683854277660677,0.40676221833211346,2.8762429369904168,0.019871050206398296,0.1,-0.9999999999999871,0.3243881345602388,0.24835719561192499,0.09106107447605857,-2.74457765591098E-4,"2025-07-24T10:13:02.568213Z"
1253,-1.1563427755256543,-1.515073173440776,0.15,0.1,0.0,2.646676910650974,0.4075032526470451,2.8814828435782505,0.020095559422698236,0.1,-0.999999999999987,0.3029673684148406,0.24835719561192499,0.09037176823725176,5.071702988540556E-4,"2025-07-24T10:13:02.668214Z"
1254,-1.138528141232975,-1.5540407871904094,0.15,0.1,0.0,2.6245686015781424,0.408258366783257,2.886822309582691,0.020308625050154044,0.1,-0.9999999999999873,0.2821634733587138,0.24835719561192499,0.08966850939155611,0.001285288554826805,"2025-07-24T10:13:02.768186Z"
1255,-1.1205365009364505,-1.5942571247596686,0.15,0.1,0.0,2.602063481985111,0.40902747910113113,2.892260757724287,0.020510089636077044,0.1,-0.999999999999987,0.2619442976545461,0.24835719561192499,0.08895133338928114,0.0020594329662536465,"2025-07-24T10:13:02.868216Z"
1256,-1.1023703941835437,-1.6357955580558088,0.15,0.1,0.0,2.579164594714534,0.40981050567142807,2.8977975945335057,0.020699801551371463,0.1,-0.9999999999999875,0.2422803037481549,0.24835719561192499,0.08822027813767362,0.0028291412607111266,"2025-07-24T10:13:02.968260Z"
1257,-1.084032388203065,-1.6787351687780667,0.15,0.1,0.0,2.5558750435919633,0.41060736026008576,2.9034322102432566,0.020877615127336126,0.1,-0.9999999999999875,0.22314432080286095,0.24835719561192499,0.08747538407422979,0.003593953206929755,"2025-07-24T10:13:03.068258Z"
1258,-1.0655250775321545,-1.7231613193596957,0.15,0.1,0.0,2.5321979929939995,0.4114179543134577,2.909163978684493,0.021043390791129293,0.1,-0.9999999999999875,0.20451132487781182,0.24835719561192499,0.08671669423961355,0.004353410891418247,"2025-07-24T10:13:03.168259Z"
1259,-1.046851083638861,-1.7691662937041626,0.15,0.1,0.0,2.50813666740687,0.4122421969440245,2.9149922571851903,0.02119699519972649,0.1,-0.9999999999999875,0.18635824319298894,0.24835719561192499,0.0859442543500689,0.0051070589940349475,"2025-07-24T10:13:03.268222Z"
1260,-1.0280130545403705,-1.8168500178808487,0.15,0.1,0.0,2.483694350975501,0.41307999491662,2.920916386472942,0.021338301372213795,0.1,-0.9999999999999877,0.16866377946646735,0.24835719561192499,0.08515811286921339,0.005854445062342575,"2025-07-24T10:13:03.368252Z"
1261,-1.009013664416949,-1.8663208726728675,0.15,0.1,0.0,2.458874387043144,0.4139312526352066,2.9269356905814505,0.021467188820234465,0.1,-0.9999999999999879,0.15140825769506652,0.24835719561192499,0.08435832107909898,0.006595119784572086,"2025-07-24T10:13:03.468252Z"
1262,-0.9898556132216467,-1.9176966119360719,0.15,0.1,0.0,2.433680177681629,0.4147958721302385,2.9330494767611723,0.02158354367642138,0.1,-0.9999999999999877,0.134573482156588,0.24835719561192499,0.08354493315042483,0.007328637261044033,"2025-07-24T10:13:03.568256Z"
1263,-0.9705416262858326,-1.9711054032044626,0.15,0.1,0.0,2.408115183212303,0.41567375304665144,2.939257035394387,0.021687258820630963,0.1,-0.9999999999999879,0.11814261168059878,0.24835719561192499,0.08271800621178597,0.008054555273862458,"2025-07-24T10:13:03.668251Z"
