"step_n","position","position_return","omega","epsilon","phi","knowledge","decision","decision_norm","entropy","delta_t","cosine_similarity","delta_h_over_delta_d","frobenius_norm","timestamp"
1858,-0.9280089499940898,0.6240924049270383,0.15,0.1,0.0,2.8166690246852446,0.5982420724551019,4.230535561716602,0.09672334978694754,0.1,0.9999999907375781,2.209019203850862,0.24849537983603218,"2025-07-18T18:03:04.024927Z"
1859,-0.9334938421404335,0.5974769795413265,0.15,0.1,0.0,2.723105242139711,0.5950591851840092,4.208019539097884,0.0900908728728966,0.1,0.9999999906187155,2.0837925911759188,0.24849537983603218,"2025-07-18T18:03:04.124968Z"
1860,-0.9387687021104432,0.5711851805945787,0.15,0.1,0.0,2.6330432012220024,0.5919878598728318,4.186292592408357,0.08404472959413023,0.1,0.9999999905030525,1.968577948015673,0.24849537983603218,"2025-07-18T18:03:04.224971Z"
1861,-0.9438323430828788,0.545199354901763,0.15,0.1,0.0,2.5462231381828753,0.589020282905988,4.165299461972717,0.07851815717682452,0.1,0.9999999903904697,1.862318140035829,0.24849537983603218,"2025-07-18T18:03:04.324968Z"
1862,-0.9486836257598836,0.5195025330766785,0.15,0.1,0.0,2.4624104791485015,0.5861493501758095,4.144989905324164,0.07345354879323619,0.1,0.9999999902808616,1.764098590799616,0.24849537983603218,"2025-07-18T18:03:04.424972Z"
1863,-0.9533214586233216,0.49407838127394366,0.15,0.1,0.0,2.3813927023422243,0.5833685839407153,4.125318109333376,0.06880098135260228,0.1,0.9999999901741321,1.673124256874609,0.24849537983603218,"2025-07-18T18:03:04.524962Z"
1864,-0.9577447981803642,0.46891115606528744,0.15,0.1,0.0,2.3029766690690017,0.5806720614034945,4.106242185199775,0.06451701353267661,0.1,0.9999999900701954,1.5887009141562356,0.24849537983603218,"2025-07-18T18:03:04.624970Z"
1865,-0.9619526491982717,0.4439856621726092,0.15,0.1,0.0,2.2269863419987943,0.5780543530780177,4.08772373264889,0.06056369847393038,0.1,0.9999999899689751,1.5102198439263257,0.24849537983603218,"2025-07-18T18:03:04.724935Z"
1866,-0.9659440649283169,0.4192872128048257,0.15,0.1,0.0,2.1532608253151113,0.5755104693748658,4.069727462239879,0.05690776816791694,0.1,0.999999989870406,1.4371452207047783,0.24849537983603218,"2025-07-18T18:03:04.824966Z"
1867,-0.969718147318799,0.39480159236776735,0.15,0.1,0.0,2.081652673819704,0.5730358141227448,4.0522208667116955,0.05351995606342008,0.1,0.9999999897744309,1.3690036628711115,0.24849537983603218,"2025-07-18T18:03:04.924929Z"
1868,-0.9732740472171022,0.3705150213359449,0.15,0.1,0.0,2.012026427943171,0.570626143970568,4.035173933908399,0.050374431620111126,0.1,0.9999999896810036,1.3053755263837001,0.24849537983603218,"2025-07-18T18:03:05.024984Z"
1869,-0.9766109645607506,0.3464141230928761,0.15,0.1,0.0,1.9442573394257179,0.5682775327978307,4.018558895115889,0.04744832605368849,0.1,0.9999999895900858,1.2458876123850833,0.24849537983603218,"2025-07-18T18:03:05.124974Z"
1870,-0.9797281485574194,0.32248589256230337,0.15,0.1,0.0,1.8782302586672412,0.565986340408249,4.002350003684104,0.044721332767722395,0.1,0.9999999895016509,1.1902070286048863,0.24849537983603218,"2025-07-18T18:03:05.224969Z"
1871,-0.9826248978538599,0.29871766646659714,0.15,0.1,0.0,1.813838659751478,0.5637491849011489,3.986523339653615,0.04217536926824468,0.1,0.9999999894156811,1.138035997675401,0.24849537983603218,"2025-07-18T18:03:05.324957Z"
1872,-0.9853005606937009,0.2750970950615152,0.15,0.1,0.0,1.7509837831912136,0.5615629182125493,3.9710566367945197,0.03979428993704402,0.1,0.999999989332169,1.0891074467799213,0.24849537983603218,"2025-07-18T18:03:05.424923Z"
1873,-0.9877545350640913,0.2516121152073341,0.15,0.1,0.0,1.6895738797240778,0.5594246043977826,3.955929129030467,0.03756364106891867,0.1,0.9999999892511197,1.0431812452975822,0.24849537983603218,"2025-07-18T18:03:05.524960Z"
1874,-0.9899862688311505,0.2282509246467385,0.15,0.1,0.0,1.6295235411681088,0.5573315002933121,3.9411214136858974,0.03547045118387059,0.1,0.9999999891725484,1.0000409824706737,0.24849537983603218,"2025-07-18T18:03:05.624956Z"
1875,-0.9919952598641959,0.20500195736840063,0.15,0.1,0.0,1.5707531065447542,0.5552810382498823,3.9266153293797776,0.033503050903034515,0.1,0.9999999890964839,0.9594911971865476,0.24849537983603218,"2025-07-18T18:03:05.724921Z"
1876,-0.9937810561487204,0.18185385994342076,0.15,0.1,0.0,1.5131881334892832,0.55327081067443,3.9123938467092807,0.03165091769950889,0.1,0.9999999890229679,0.9213549879340757,0.24849537983603218,"2025-07-18T18:03:05.824946Z"
1877,-0.9953432558880937,0.15879546872847747,0.15,0.1,0.0,1.4567589264693295,0.5512985561559924,3.8984409701342124,0.029904541657436758,0.1,0.9999999889520573,0.8854719437812022,0.24849537983603218,"2025-07-18T18:03:05.924921Z"
1878,-0.996681507593965,0.1358157878357981,0.15,0.1,0.0,1.4014001145803836,0.5493621469825493,3.8847416496970673,0.028255309037140963,0.1,0.9999999888838261,0.8516963475045171,0.24849537983603218,"2025-07-18T18:03:06.024956Z"
1879,-0.9977955101653462,0.11290396777554658,0.15,0.1,0.0,1.347050272729327,0.5474595778824005,3.871281701402189,0.026695400983593867,0.1,0.9999999888183655,0.8198956103224541,0.24849537983603218,"2025-07-18T18:03:06.124922Z"
1880,-0.9986850129563585,0.09004928468073363,0.15,0.1,0.0,1.293651580890891,0.5455889558462147,3.858047735236749,0.02521770515547305,0.1,0.9999999887557873,0.7899489044477541,0.24849537983603218,"2025-07-18T18:03:06.224945Z"
1881,-0.9993498158326264,0.06724112002871602,0.15,0.1,0.0,1.241149516857194,0.5437484909049686,3.8450270899512553,0.023815738412401075,0.1,0.9999999886962274,0.7617459651922234,0.24849537983603218,"2025-07-18T18:03:06.324965Z"
1882,-0.9997897692163074,0.044468940777101035,0.15,0.1,0.0,1.1894925785214834,0.5419364877552335,3.8322077738320894,0.02248357899428053,0.1,0.9999999886398465,0.7351860388958604,0.24849537983603218,"2025-07-18T18:03:06.424938Z"
1883,-1.0000047741197462,0.021722279834138748,0.15,0.1,0.0,1.1386320322633545,0.5401513381371138,3.819578410796448,0.021215806871283317,0.1,0.9999999885868357,0.7101769566701941,0.24849537983603218,"2025-07-18T18:03:06.524951Z"
1884,-0.9999947821677466,-0.0010092832136553592,0.15,0.1,0.0,1.088521684450028,0.5383915138819866,3.807128191223875,0.020007451145748794,0.1,0.9999999885374206,0.686634317042738,0.24849537983603218,"2025-07-18T18:03:06.624949Z"
1885,-0.9997597956084556,-0.02373614119222483,0.15,0.1,0.0,1.0391176734497094,0.5366555605573637,3.7948468270104403,0.01885394355581487,0.1,0.9999999884918663,0.6644807631475562,0.24849537983603218,"2025-07-18T18:03:06.724966Z"
1886,-0.9992998673128577,-0.04646867832363226,0.15,0.1,0.0,0.990378279879268,0.5349420916449411,3.782724510393459,0.01775107727125549,0.1,0.9999999884504837,0.6436453422432181,0.24849537983603218,"2025-07-18T18:03:06.824923Z"
1887,-0.998615100762879,-0.069217289176304,0.15,0.1,0.0,0.9422637530882458,0.5332497831954462,3.7707518761480294,0.016694970289742338,0.1,0.9999999884136361,0.6240629371249616,0.24849537983603218,"2025-07-18T18:03:06.924929Z"
1888,-0.9977056500281045,-0.0919923976553313,0.15,0.1,0.0,0.8947361521217904,0.5315773689104232,3.758919966802774,0.01568203284061145,0.1,0.9999999883817497,0.6056737605042122,0.24849537983603218,"2025-07-18T18:03:07.024936Z"
1889,-0.9965717197311128,-0.11480447610676815,0.15,0.1,0.0,0.847759199612475,0.5299236356067434,3.747220200562179,0.014708938286490468,0.1,0.9999999883553228,0.5884229046822165,0.24849537983603218,"2025-07-18T18:03:07.124946Z"
1890,-0.9952135650014371,-0.13766406461010966,0.15,0.1,0.0,0.8012981472301686,0.5282874190245517,3.7356443416576517,0.013772597083457535,0.1,0.9999999883349369,0.5722599399272108,0.24849537983603218,"2025-07-18T18:03:07.224943Z"
1891,-0.9936314914181619,-0.16058179053522426,0.15,0.1,0.0,0.7553196514742323,0.5266675999436207,3.7241844728796334,0.012870133419966581,0.1,0.9999999883212702,0.5571385558517156,0.24849537983603218,"2025-07-18T18:03:07.324992Z"
1892,-0.9918258549411689,-0.18356838844084256,0.15,0.1,0.0,0.7097916587269542,0.5250631005768231,3.7128329700694707,0.01199886420531477,0.1,0.9999999883151133,0.5430162408794281,0.24849537983603218,"2025-07-18T18:03:07.424913Z"
1893,-0.9897970618310481,-0.2066347203947278,0.15,0.1,0.0,0.6646832986041031,0.5234728812126795,3.7015824783727465,0.011156280121452084,0.1,0.9999999883173789,0.52985399553127,0.24849537983603218,"2025-07-18T18:03:07.524920Z"
1894,-0.9875455685576904,-0.22979179679821862,0.15,0.1,0.0,0.6199647847403031,0.521895937081785,3.6904258900758955,0.010340028488617125,0.1,0.9999999883291125,0.5176160758288615,0.24849537983603218,"2025-07-18T18:03:07.624923Z"
1895,-0.9850718816975839,-0.2530507978013028,0.15,0.1,0.0,0.575607322235695,0.5203312954244123,3.6793563238655334,0.009547897726612905,0.1,0.9999999883514874,0.506269763604717,0.24849537983603218,"2025-07-18T18:03:07.724920Z"
1896,-0.9823765578198362,-0.2764230953983731,0.15,0.1,0.0,0.531583021067777,0.5187780127387653,3.6683671053653617,0.00877780322036605,0.1,0.9999999883857709,0.49578516091301317,0.24849537983603218,"2025-07-18T18:03:07.824937Z"
1897,-0.9794602033609492,-0.2999202762997292,0.15,0.1,0.0,0.48786481483991445,0.5172351721912732,3.6574517488190335,0.008027774421394112,0.1,0.9999999884332239,0.48613500610359134,0.24849537983603218,"2025-07-18T18:03:07.924951Z"
1898,-0.9763234744883726,-0.3235541656792154,0.15,0.1,0.0,0.44442638429704284,0.5157018811719885,3.6466039397992036,0.007295943036528708,0.1,0.9999999884948579,0.47729450943159546,0.24849537983603218,"2025-07-18T18:03:08.024967Z"
1899,-0.97296707695287,-0.3473368519045575,0.15,0.1,0.0,0.4012420850906335,0.5141772689796221,3.6358175188333854,0.006580532172171714,0.1,0.9999999885708648,0.46924120634678645,0.24849537983603218,"2025-07-18T18:03:08.124933Z"
1900,-0.9693917659297271,-0.3712807123641556,0.15,0.1,0.0,0.35828687931996117,0.5126604846220355,3.6250864658463096,0.005879846316902642,0.1,0.9999999886593006,0.4619548268443014,0.24849537983603218,"2025-07-18T18:03:08.224966Z"
1901,-0.9655983458488409,-0.39539844051195366,0.15,0.1,0.0,0.31553627041590887,0.5111506947191251,3.6144048853264237,0.005192262057732274,0.1,0.9999999887529523,0.4554171794664433,0.24849537983603218,"2025-07-18T18:03:08.324968Z"
1902,-0.961587670213726,-0.4197030742609963,0.15,0.1,0.0,0.2729662409676785,0.5096470814960216,3.603766992131083,0.004516219435995379,0.1,0.9999999888314862,0.44961204872986005,0.24849537983603218,"2025-07-18T18:03:08.424971Z"
1903,-0.9573606414094806,-0.4442080258665001,0.15,0.1,0.0,0.23055319312256056,0.5081488408553669,3.5931670978509804,0.00385021385802206,0.1,0.9999999888400812,0.4445251049139355,0.24849537983603218,"2025-07-18T18:03:08.524934Z"
1904,-0.9529182104997529,-0.46892711345051213,0.15,0.1,0.0,0.18827389121532756,0.5066551805181679,3.582599597659534,0.0031927884835244156,0.1,0.9999999886240531,0.4401438252892808,0.24849537983603218,"2025-07-18T18:03:08.624967Z"
1905,-0.9482613770127561,-0.4938745943329056,0.15,0.1,0.0,0.14610540630946747,0.5051653182233478,3.5720589575773745,0.0025425270212355864,0.1,0.9999999876909946,0.43645742599809495,0.24849537983603218,"2025-07-18T18:03:08.724930Z"
1906,-0.9433911887163793,-0.5190652003477547,0.15,0.1,0.0,0.10402506236946261,0.5036784799766478,3.5615397020858146,0.0018980468668885369,0.1,0.9999999840764374,0.4334568039109082,0.24849537983603218,"2025-07-18T18:03:08.824969Z"
1907,-0.9383087413824429,-0.5445141753401235,0.15,0.1,0.0,0.06201038393161836,0.5021938983399723,3.5510364020262974,0.0012579925232259633,0.1,0.9999999655207217,0.4311344878924052,0.24849537983603218,"2025-07-18T18:03:08.924948Z"
1908,-0.9330151785401557,-0.5702373150557657,0.15,0.1,0.0,0.020039047795916663,0.500710810752622,3.5405436627253373,6.210292454833089E-4,0.1,0.9999996405155416,0.4294845990051546,0.24849537983603218,"2025-07-18T18:03:09.024928Z"
1909,-0.9275116912188253,-0.596251009656718,0.15,0.1,0.0,0.02191120162022843,0.4992284578761494,3.5300561122864567,-1.4163141238658157E-5,0.1,-0.9999995656466136,0.42850281927030226,0.24849537983603218,"2025-07-18T18:03:09.124947Z"
1910,-0.9217995176798812,-0.6225722891177523,0.15,0.1,0.0,0.06386250293980497,0.4977460819547654,3.5195683899920716,-6.488963040447318E-4,0.1,-0.9999999200334038,0.4281863686867375,0.24849537983603218,"2025-07-18T18:03:09.224938Z"
1911,-0.9158799431382718,-0.6492188717835754,0.15,0.1,0.0,0.10583706521019912,0.4962629251833717,3.509075134759221,-0.0012844793935192919,0.1,-0.9999999555135094,0.42853399029241324,0.24849537983603218,"2025-07-18T18:03:09.324959Z"
1912,-0.9097542994732959,-0.6762092163951261,0.15,0.1,0.0,0.1478571213366089,0.4947782280753489,3.498570973593533,-0.001922225013037544,0.1,-0.9999999667755559,0.4295459431234117,0.24849537983603218,"2025-07-18T18:03:09.424897Z"
1913,-0.9034239649289357,-0.7035625779244238,0.15,0.1,0.0,0.18994500996296904,0.493291227822239,3.488050509985768,-0.00256345521465389,0.1,-0.9999999719604948,0.43122400300557434,0.24849537983603218,"2025-07-18T18:03:09.524928Z"
1914,-0.8968903638037578,-0.7312990675930292,0.15,0.1,0.0,0.23212322357823295,0.4918011566373813,3.4775083121948054,-0.0032095075704372932,0.1,-0.9999999748378765,0.4335714711811511,0.24849537983603218,"2025-07-18T18:03:09.624932Z"
1915,-0.8901549661304518,-0.7594397174887267,0.15,0.1,0.0,0.27441445992012564,0.4903072400754269,3.4669389013599505,-0.003861741369084271,0.1,-0.9999999766221044,0.436593190849775,0.24849537983603218,"2025-07-18T18:03:09.724929Z"
1916,-0.8832192873450795,-0.7880065502401881,0.15,0.1,0.0,0.31684167460822044,0.488808695319445,3.4563367393839375,-0.004521543989250609,0.1,-0.9999999778110468,0.4402955717755633,0.24849537983603218,"2025-07-18T18:03:09.824934Z"
1917,-0.8760848879461081,-0.8170226542593587,0.15,0.1,0.0,0.359428135142118,0.48730472942704856,3.445696216526013,-0.0051903375033309895,0.1,-0.9999999786430567,0.4446866231884555,0.24849537983603218,"2025-07-18T18:03:09.924953Z"
1918,-0.8687533731433041,-0.8465122651187651,0.15,0.1,0.0,0.40219747653337634,0.485794537526608,3.435011638641896,-0.0058695855684280495,0.1,-0.9999999792453664,0.4497759952883547,0.24849537983603218,"2025-07-18T18:03:10.024971Z"
1919,-0.8612263924965688,-0.8765008536949561,0.15,0.1,0.0,0.44517375887264304,0.48427730095417104,3.4242772140042885,-0.006560800665044103,0.1,-0.9999999796916053,0.45557502974360414,0.24849537983603218,"2025-07-18T18:03:10.124956Z"
1920,-0.8535056395447933,-0.9070152217826899,0.15,0.1,0.0,0.48838152715577116,0.48275218532117603,3.4134870396338,-0.007265551748677413,0.1,-0.999999980027124,0.46209681966824007,0.24849537983603218,"2025-07-18T18:03:10.224956Z"
1921,-0.8455928514248201,-0.9380836059665733,0.15,0.1,0.0,0.5318458737156668,0.48121833850241497,3.402635087065697,-0.007985472385094096,0.1,-0.9999999802812751,0.4693562796565209,0.24849537983603218,"2025-07-18T18:03:10.324942Z"
1922,-0.8374898084805944,-0.9697357906316111,0.15,0.1,0.0,0.5755925036326517,0.47967488853295764,3.391715187472662,-0.008722269446703628,0.1,-0.9999999804738353,0.4773702265636707,0.24849537983603218,"2025-07-18T18:03:10.424922Z"
1923,-0.8291983338625941,-1.0020032311001843,0.15,0.1,0.0,0.6196478035260419,0.4781209414019006,3.3807210160576857,-0.009477732455304573,0.1,-0.9999999806185813,0.48615747183564056,0.24849537983603218,"2025-07-18T18:03:10.524971Z"
1924,-0.820720293117629,-1.0349191880054782,0.15,0.1,0.0,0.6640389141641592,0.4765555787298111,3.3696460756242486,-0.010253743665674593,0.1,-0.9999999807253799,0.49573892632444644,0.24849537983603218,"2025-07-18T18:03:10.624892Z"
1925,-0.8120575937691001,-1.0685188741503384,0.15,0.1,0.0,0.708793807369648,0.47497785531561,3.358483679222932,-0.011052288995230298,0.1,-0.9999999808014665,0.5061377186698227,0.24849537983603218,"2025-07-18T18:03:10.724930Z"
1926,-0.8032121848878155,-1.1028396152597308,0.15,0.1,0.0,0.75394136774251,0.47338679653733645,3.347226931764432,-0.011875469917524315,0.1,-0.9999999808522542,0.5173793284917193,0.24849537983603218,"2025-07-18T18:03:10.824980Z"
1927,-0.7941860566534571,-1.1379210262175956,0.15,0.1,0.0,0.7995114797754418,0.47178139558975885,3.3358687104784908,-0.012725516451949003,0.1,-0.9999999808818617,0.5294917358229582,0.24849537983603218,"2025-07-18T18:03:10.924931Z"
1928,-0.7849812399067988,-1.1738052045888434,0.15,0.1,0.0,0.8455351209958373,0.4701606105401064,3.324401644086276,-0.013604801399019279,0.1,-0.999999980893468,0.5425055884238423,0.24849537983603218,"2025-07-18T18:03:11.024950Z"
1929,-0.7755998056927762,-1.2105369434685713,0.15,0.1,0.0,0.8920444618372617,0.46852336118126603,3.312818090540129,-0.014515855990400603,0.1,-0.9999999808895579,0.5564543888577939,0.24849537983603218,"2025-07-18T18:03:11.124921Z"
1930,-0.7660438647945098,-1.2481639659795116,0.15,0.1,0.0,0.9390729730216042,0.4668685256595907,3.301110113169028,-0.015461387145912308,0.1,-0.9999999808720931,0.5713747034838007,0.24849537983603218,"2025-07-18T18:03:11.224924Z"
1931,-0.7563155672583879,-1.28673718406088,0.15,0.1,0.0,0.9866555413229864,0.46519493685194985,3.289269455050328,-0.016444296556632775,0.1,-0.9999999808426336,0.5873063958320878,0.24849537983603218,"2025-07-18T18:03:11.324922Z"
1932,-0.7464171019103152,-1.3263109845658194,0.15,0.1,0.0,1.034828594687635,0.4635013784637861,3.277287511408087,-0.01746770184466117,0.1,-0.9999999808024292,0.6042928872018516,0.24849537983603218,"2025-07-18T18:03:11.424921Z"
1933,-0.7363506958632362,-1.3669435461189114,0.15,0.1,0.0,1.0836302378024083,0.4617865808166583,3.26515529981501,-0.018534960086845416,0.1,-0.9999999807524834,0.6223814477305,0.24849537983603218,"2025-07-18T18:03:11.524966Z"
1934,-0.7261186140160443,-1.4086971906912744,0.15,0.1,0.0,1.133100399341021,0.4600492162899893,3.2528634279485096,-0.019649694032884312,0.1,-0.9999999806936043,0.6416235216774806,0.24849537983603218,"2025-07-18T18:03:11.624948Z"
1935,-0.7157231585439887,-1.4516387744422816,0.15,0.1,0.0,1.1832809922742022,0.45828789437742645,3.2404020586208246,-0.020815821398839043,0.1,-0.9999999806264415,0.6620750912352745,0.24849537983603218,"2025-07-18T18:03:11.724930Z"
1936,-0.7051666683806952,-1.4958401230693803,0.15,0.1,0.0,1.2342160888115994,0.4565011563132611,3.2277608717681208,-0.022037587676694736,0.1,-0.9999999805515138,0.6837970838363618,0.24849537983603218,"2025-07-18T18:03:11.824944Z"
1937,-0.6944515186919156,-1.5413785177214034,0.15,0.1,0.0,1.285952111753419,0.4546874692186491,3.2149290230430867,-0.023319602970978865,0.1,-0.9999999804692321,0.7068558287108473,0.24849537983603218,"2025-07-18T18:03:11.924929Z"
1938,-0.6835801203411256,-1.5883372384894079,0.15,0.1,0.0,1.338538044273703,0.4528452197107837,3.2018950986089805,-0.024666883456715687,0.1,-0.9999999803799178,0.7313235693561834,0.24849537983603218,"2025-07-18T18:03:12.024966Z"
1939,-0.6725549193470908,-1.6368061736221147,0.15,0.1,0.0,1.3920256604408159,0.4509727069105519,3.1886470656791834,-0.026084898151820975,0.1,-0.9999999802838123,0.757279039657181,0.24849537983603218,"2025-07-18T18:03:12.124959Z"
1940,-0.6613783963335227,-1.6868825039563355,0.15,0.1,0.0,1.4464697791115955,0.4490681347753736,3.175172218283827,-0.02757962181467993,0.1,-0.9999999801810914,0.7848081126730434,0.24849537983603218,"2025-07-18T18:03:12.224953Z"
1941,-0.6500530659709487,-1.7386714736506443,0.15,0.1,0.0,1.5019285442225814,0.44712960367364774,3.1614571176724544,-0.029157594918085044,0.1,-0.9999999800718707,0.8140045326073166,0.24849537983603218,"2025-07-18T18:03:12.324945Z"
1942,-0.6385814764109221,-1.7922872602171502,0.15,0.1,0.0,1.558463734955647,0.44515510110526346,3.1474875266770006,-0.030825991818938966,0.1,-0.9999999799562137,0.8449707422863287,0.24849537983603218,"2025-07-18T18:03:12.424974Z"
1943,-0.6269662087126984,-1.8478539591310676,0.15,0.1,0.0,1.6161411097894616,0.4431424914586326,3.133248337260399,-0.03259269844529761,0.1,-0.9999999798341345,0.8778188206124012,0.24849537983603218,"2025-07-18T18:03:12.524969Z"
1944,-0.6152098762625082,-1.9055067010427948,0.15,0.1,0.0,1.6750307890786664,0.44108950467829466,3.118723490360106,-0.03446640106614234,0.1,-0.999999979705604,0.9126715470307639,0.24849537983603218,"2025-07-18T18:03:12.624952Z"
1945,-0.6033151241855561,-1.9653929229325402,0.15,0.1,0.0,1.7352076815494888,0.438993723697837,3.103895886999283,-0.03645668800444171,0.1,-0.9999999795705505,0.9496636131628388,0.24849537983603218,"2025-07-18T18:03:12.724969Z"
1946,-0.5912846287508788,-2.027673818561685,0.15,0.1,0.0,1.7967519609882532,0.43685257047009196,3.0887472894773205,-0.03857416651268429,0.1,-0.999999979428862,0.9889430054814873,0.24849537983603218,"2025-07-18T18:03:12.824966Z"
1947,-0.579121096769196,-2.0925259984632723,0.15,0.1,0.0,1.8597496004585718,0.434663290399588,3.07325821126053,-0.04083059746766156,0.1,-0.999999979280387,1.030672587476603,0.24849537983603218,"2025-07-18T18:03:12.924929Z"
1948,-0.5668272649838888,-2.1601433956845364,0.15,0.1,0.0,1.924292972651938,0.4324229349501527,3.057407793967044,-0.043239051077341474,0.1,-0.9999999791249354,1.0750319152646035,0.24849537983603218,"2025-07-18T18:03:13.024932Z"
1949,-0.5544058994552448,-2.2307394608278446,0.15,0.1,0.0,1.9904815265028177,0.4301283421622894,3.0411736695692846,-0.04581408745239248,0.1,-0.9999999789622777,1.1222193273991927,0.24849537983603218,"2025-07-18T18:03:13.124930Z"
1950,-0.5418597949381057,-2.3045496989825547,0.15,0.1,0.0,2.0584225520433326,0.42777611476908284,3.0245318056130706,-0.04857196671045478,0.1,-0.9999999787921433,1.1724543579533566,0.24849537983603218,"2025-07-18T18:03:13.224954Z"
1951,-0.5291917742530594,-2.3818346123569025,0.15,0.1,0.0,2.128232047710453,0.42536259554420386,3.0074563308622215,-0.051530894294341795,0.1,-0.9999999786142199,1.225980532239342,0.24849537983603218,"2025-07-18T18:03:13.324926Z"
1952,-0.5164046876513173,-2.462883126401295,0.15,0.1,0.0,2.2000357070474137,0.42288383944888064,2.9899193383059033,-0.054711308450221284,0.1,-0.9999999784281525,1.2830686173117714,0.24849537983603218,"2025-07-18T18:03:13.424965Z"
1953,-0.5035014121734196,-2.5480165947401745,0.15,0.1,0.0,2.273970045085304,0.4203355820637074,2.9718906618932834,-0.05813621839944628,0.1,-0.9999999782335369,1.3440204153444164,0.24849537983603218,"2025-07-18T18:03:13.524967Z"
1954,-0.4904848510019135,-2.637593500326594,0.15,0.1,0.0,2.350183688811019,0.4177132036923108,2.9533376226611447,-0.0618316037416477,0.1,-0.9999999780299191,1.4091732079964296,0.24849537983603218,"2025-07-18T18:03:13.624964Z"
1955,-0.4773579328081494,-2.732014998265122,0.15,0.1,0.0,2.4288388612324545,0.41501168840263525,2.934224739062815,-0.06582688817101832,0.1,-0.9999999778167908,1.4789049851538898,0.24849537983603218,"2025-07-18T18:03:13.724935Z"
1956,-0.4641236110933421,-2.8317314815409396,0.15,0.1,0.0,2.5101130949136428,0.41222557712202396,2.914513395249177,-0.07015550383828459,0.1,-0.999999977593583,1.553640623541977,0.24849537983603218,"2025-07-18T18:03:13.824947Z"
1957,-0.45078486352404556,-2.9372503969089703,0.15,0.1,0.0,2.5942012188305,0.4093489137166818,2.894161459740444,-0.07485556687100205,0.1,-0.9999999773596611,1.6338592217598822,0.24849537983603218,"2025-07-18T18:03:13.924930Z"
1958,-0.43734469126219044,-3.0491455977870565,0.15,0.1,0.0,2.68131767246901,0.4063751827544011,2.8731228452892963,-0.07997068997775157,0.1,-0.9999999771143167,1.7201028511424161,0.24849537983603218,"2025-07-18T18:03:14.024928Z"
1959,-0.4238061182898354,-3.1680685987622774,0.15,0.1,0.0,2.771699213890319,0.4032972373582714,2.8513469986775752,-0.0855509651227299,0.1,-0.9999999768567606,1.8129870503859862,0.24849537983603218,"2025-07-18T18:03:14.124924Z"
1960,-0.41017219072878375,-3.2947621986348334,0.15,0.1,0.0,2.8656081048839286,0.4001072151906454,2.8287783065840575,-0.09165415853994506,0.1,-0.9999999765861103,1.9132134814464812,0.24849537983603218,"2025-07-18T18:03:14.224922Z"
1961,-0.39644597615521904,-3.4300770747129796,0.15,0.1,0.0,2.9633358774968923,0.3967964401369327,2.8053554003403685,-0.09834717266121444,0.1,-0.9999999763013808,2.0215852822026865,0.24849537983603218,"2025-07-18T18:03:14.324931Z"
1962,-0.38263056290951336,-3.574992132964171,0.15,0.1,0.0,3.0652078137832475,0.3933553066552494,2.781010338125617,-0.10570784598791405,0.1,-0.9999999760014687,2.1390258081761506,0.24849537983603218,"2025-07-18T18:03:14.424972Z"
1963,-0.3687290594013636,-3.730639644694285,0.15,0.1,0.0,3.171588306818405,0.38977314297584886,2.7556676376217237,-0.11382718415115536,0.1,-0.9999999756851377,2.266601665895959,0.24849537983603218,"2025-07-18T18:03:14.524981Z"
1964,-0.35474459341041253,-3.8983365368526064,0.15,0.1,0.0,3.2828873190423744,0.3860380483115499,2.72924312492217,-0.12281214569752617,0.1,-0.9999999753509974,2.4055512253147233,0.24849537983603218,"2025-07-18T18:03:14.624968Z"
1965,-0.34068031138251165,-4.079623668284074,0.15,0.1,0.0,3.399568218358227,0.3821366978899712,2.7016425559414627,-0.13278914789329294,0.1,-0.9999999749974796,2.5573201885641983,0.24849537983603218,"2025-07-18T18:03:14.724930Z"
1966,-0.326539377721784,-4.2763155754895426,0.15,0.1,0.0,3.5221573596532396,0.378054107816476,2.67275995383616,-0.14390851606836325,0.1,-0.999999974622812,2.723606331984953,0.24849537983603218,"2025-07-18T18:03:14.824957Z"
1967,-0.31232497407864657,-4.49056409519794,0.15,0.1,0.0,3.651255899102939,0.37377334934502837,2.6424755887605844,-0.156350182242866,0.1,-0.9999999742249839,2.9064162945626966,0.24849537983603218,"2025-07-18T18:03:14.924946Z"
1968,-0.29804029863395254,-4.724940600169546,0.15,0.1,0.0,3.7875544950040623,0.36927519881200066,2.6106535027995257,-0.1703310564605148,0.1,-0.9999999738017042,3.108138359308808,0.24849537983603218,"2025-07-18T18:03:15.024938Z"
1969,-0.2836885653794139,-4.982543526930973,0.15,0.1,0.0,3.931851783502296,0.36453770488836185,2.5771384504112733,-0.18611466517539152,0.1,-0.999999973350353,3.3316367195999512,0.24849537983603218,"2025-07-18T18:03:15.124917Z"
1970,-0.269273003394467,-5.267140760872711,0.15,0.1,0.0,4.085077853613641,0.3595356483440066,2.5417520790462733,-0.20402390328456568,0.1,-0.99999997286792,3.580374981843108,0.24849537983603218,"2025-07-18T18:03:15.224957Z"
1971,-0.25479685611974334,-5.583360814739036,0.15,0.1,0.0,4.248324435513425,0.35423986029447563,2.5042881094211635,-0.2244581252125325,0.1,-0.9999999723509283,3.8585800143147067,0.24849537983603218,"2025-07-18T18:03:15.324944Z"
